smiles,occurrence
c1ccc2c(c1)nc1c3ccccc3[nH]cn21,1
Cc1ccc(C)c(/C([O-])=N/S(=O)(=O)C2CCCC2)c1,1
C1CCC2C[NH+]CC=C2C1,1
C1[C@@H]2[C@H]3C[C@@H]4C5C[C@H]([C@@H]1[C@@H]35)[C@H]24,1
c1cc(C2=NNCO2)co1,1
CC1(C)c2ccccc2C(C)(C)[C@@H](O)[C@H]1O,1
C1N=C([C@H]2NNCc3ccccc32)N=C2S[C@H]3CCCCC3=C12,1
C1C=Cc2ccccc2O1,1
C1C=CC(=[N+]2CC[NH+]CC2)C=C1,1
C1=NN2C(=NN[C@@H]2[C@@H]2C=C(c3ccccc3)N=N2)S1,1
C1CC2C=CC(C1)O2,1
C[C@@H]1CC(C)(C)C[C@@]2(C[NH+]=C(N)N2)C1,1
c1nnc2c3nncn3c3nonc3n12,1
C1CCN2NC(c3ccccc3)=C[C@@H]2N1,1
C1CSC2c3ccccc3CCN12,1
C1CCCC([C@@H]2CCOC3(CCSCC3)C2)C1,1
CSC1=C(C#N)C2(CCCCC2)C2=C(CC(C)(C)CC2=O)N1,1
OS,1
c1ccc2c(c1)NC[C@H]1CCCN21,1
O=C([O-])CCCC1=C2CCC(=O)C=C2CCC1,1
CN1CC(=O)N2CCCC[C@H]2C1=O,1
C1CN=CN=C1,1
C1=N[C@H]2[NH+]=c3ccccc3=C2N=N1,1
C1Nc2ccccc2[C@@]12Nc1nncc1-c1ccccc12,1
c1ccc2c3c([nH]c2c1)CCNCC3,1
CON(C)C(=O)C1=NC=C(c2csc(C)n2)C1,1
C1=CCSC=C1,1
C1=c2occn2-c2ocnc2[C@@H]1c1ccccc1,1
c1[n+]c2c(s1)CCCC2,1
CC1=[N+]([O-])C2(CCCCC2)[N+]([O-])=C1c1ccccc1,1
C1O[C@@H]([NH+]2CCCCC2)c2ccccc21,1
Nc1nc2ccc([S-])cc2s1,1
CC1(C)COC(=O)[C@@H](Br)C1,1
C1=N[C@H]2SC=NN2C1,1
Cc1ccc(/N=C\C=C2OC(C)(C)C(C)(C)O2)c(C)c1,1
C[C@H](CCCl)S(=O)(=O)c1ccc([N+](=O)[O-])c2nonc12,1
c1csc2nncn2[nH]1,1
CC(C)(C[S@@](=O)c1ccc(F)c(F)c1)C(=O)[O-],1
CN1C(N)=[NH+]C[C@]12CCS(=O)(=O)C2,1
Clc1cccc2nnnn12,1
C1C[C@H](C2C[NH2+]C2)CS1,1
CC(C)(O)CCN1C(=O)C(=O)c2cccc(Cl)c21,1
C1NCC2CNCC1C2,1
CCCS(=O)(=O)c1ccc(S(=O)(=O)[C@@H](C)CCCl)cc1,1
C1=C2N=C3CCCCCC3=C2SC1,1
C1=Nc2ccccc2[C@H]2NC([C@@H]3C=C(c4ccccc4)N=N3)=NN12,1
C1C=Cc2cccc3cccc1c23,1
CC[C@H](C)/[NH+]=C/c1ccccc1O,1
Cc1cccc(C)c1/N=C1\CCCCCN1,1
C[C@H]1CC[C@@](C#N)([C@]2(O)CCC[C@H](C)[C@@H]2C)C1,1
Br[C@H]1CCCC[C@H]([C@@H]2CCOC3(CCOCC3)C2)C1,1
C1=Nc2ccccc2-c2nncnc2O1,1
C1=C[C@H](c2ccccn2)n2ncnc2N1,1
C1C=C(N2CCCCC2)Cc2ccccc21,1
Cc1cc(C)n2c(=O)c3ccccc3nc2c1C#N,1
C1=CNC[NH+]=C1,1
c1ccc2nc3ccccc3nc-2c1,1
CCC[C@H](C[NH3+])[C@@](C)(O)C=O,1
C1=C[C@H]2C[C@@H]1CS2,1
CCCCC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,1
C1=NCCCN1,1
C1C[C@@H]2CCC3CCCC[C@@H]3[C@H]2O1,1
C1=[NH+]CC2(CCCCCC2)N1,1
Cc1cc(=O)[nH]c(N/N=C/c2c[nH]c3ccccc23)n1,1
C=C(OC)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)C3=CC[C@]21C,1
Cn1cnc2ccc(Cl)cc2c1=O,1
Cc1c(F)cc(F)c2c1[C@H](O)CC2(C)C,1
c1cn([C@@H]2CCCc3scnc32)cn1,1
C1NC[C@]2(CN1)Cc1cn3ccccc3[nH+]c1N1CCCCC[C@@H]12,1
O=C1C[C@H]2OCC=C3C[NH+]4CC[C@]56c7cc(/N=C/c8ccc([N+](=O)[O-])cc8)ccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,1
C1=[NH+][C@]2(OCCO2)C2CC12,1
C[C@H]1CCC[C@]2(CNc3cc(I)ccc3N2)C1,1
C1NC=CCc2ncccc21,1
O=C1CCSC2=C1c1ccccc1C2,1
C[C@@H]1CC[C@@](C#N)([C@]2(O)CCCOC2)C1,1
C1CC(C2CC[NH2+]CC2)CC[NH2+]1,1
Fc1cc2cn[nH]c2cc1Br,1
C1CC2(C1)C[C@H]([C@@H]1CCCC1)CCO2,1
O=C1/C(=N\c2ccccc2F)c2ccccc2N1CN1CCc2ccccc2C1,1
NC(=S)N/N=C/c1cc2ccccc2cc1O,1
C[NH+]1[C@H]2CC[C@@H]1CN(S(=O)(=O)N1CC[NH2+]CC1)CC2,1
c1nc2c(n1)CCNC2,1
c1nc2c(s1)CCCCCC2,1
O/N=C/c1ccc2ccccc2n1,1
C1C=C2CCCCC2[C@@H]2CCC3CCC[C@@H]3[C@H]12,1
c1ccc(C2=NC3(CC[NH+]CC3)NCC2)cc1,1
Cn1ncc(Br)c1N,1
c1c[n+](C2CCCCCC2)no1,1
C1CCC2C3=C(CC[C@H]2C1)C1CCCC1CC3,1
C1CC2CC[C@H]1C2,1
C1CNC2(CCNCC2)N1,1
c1csc2ncnn2c1,1
C1CCCC2=C1[C@@H](c1ccc3c(c1)OCCO3)n1ncnc1N2,1
C1NC[C@H]2ON=C[C@@H]12,1
N#Cc1ccc2c3c(cccc13)CC2,1
c1ccc2ncc([C@@H]3NCCc4[nH]c[nH+]c43)cc2c1,1
CONC[C@H]1COc2ccccc21,1
CC1(C)O[C@H]2CS(=O)(=O)C[C@@H]2O1,1
Cc1cc2c(C)cc[n+](CCCS(=O)(=O)[O-])c2cc1C,1
C1Nc2ccccc2[C@@H]1[C@H]1C=CN=C1c1ccccc1,1
C=C(C(=O)[O-])[C@@H]1CC[C@]2(C)C[C@@H](O)CC(=C)[C@H]2C1,1
CC(C)(C)[C@H](Br)CC[C@H]1CCCc2cccnc21,1
[NH3+]CCC[P@@](=O)([O-])C12CC3CC(CC(C3)C1)C2,1
C1=N[C@H]2Nc3ccccc3N[C@@H]2C1,1
O=C(CCCCCO)N/N=C/c1ccc(F)cc1,1
C1CC[C@H]2NCCC[C@H]2[NH+]C1,1
C1=C[C@H](c2ccnn2)n2ncnc2N1,1
c1ccc(C2=NCN=C(N3CCOCC3)O2)cc1,1
C1NCC[NH+]C12CCNCC2,1
CN1c2ccc(Cl)cc2NC(=O)[C@@H]2COC[C@@H]21,1
C1CC1C1CNC1,1
Nc1ccc2cc([N+](=O)[O-])cc(S(=O)(=O)[O-])c2c1,1
c1nc2sc3c(c2cn1)CC[NH+]C3,1
Cc1ccc(/N=N/c2c(=O)[nH]n3c(=O)c4c([nH]c23)CCCC4)cc1,1
C1=C[C@H]2CC[C@@H]1c1cc3ccccc3cc12,1
Cc1c(Br)cc2nsnc2c1C,1
C1CC(C2CCOCC2)C1,1
C1=C(n2cncc3cccnc32)CCNC1,1
Cc1cccc2c1[C@@H]1c3c(C)cccc3[C@H](CC(=O)[O-])C[C@H]1CC2,1
N#CC1=C(N)Oc2cc(N)ccc2[C@H]1c1cccc(I)c1,1
CN1C(=O)Oc2ccc(Cl)cc2[C@@H]1O,1
[NH2+]=C(c1cc(I)cc([N+](=O)[O-])c1)N1CCCCCC1,1
CC(C)CCCC(=O)C(C)(C)C,1
C1=CN=C2NC=NN2C1,1
c1ccc2c(c1)C[C@@H]1O[C@@H]1C2,1
c1ccc2cc3c(cc2c1)C[N+]C3,1
C1NC[C@@H]2CN3N=Cc4ccccc4[C@@H]3[C@H]12,1
[S-]c1nc2sc3c(c2c2ncnn12)CCCC3,1
C1NC[C@H]2CN3N=Cc4ccccc4[C@H]3[C@@H]12,1
C1CCCc2c1nnc1ccnn21,1
c1cc2n(c1)-c1sc3c(c1C[NH2+]C2)CCNC3,1
c1ccc2c(c1)NCCCCCNc1ccccc1OCC[NH2+]CCO2,1
O=C1NN=C(c2ccc(Cl)cc2)[C@H]2CCCC[C@H]12,1
CON1C(=O)C(c2cccs2)=C2SCC=C21,1
C[C@@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@H]1CC[C@H]2O,1
CC1=C[C@@H]([C@H]2N=N[C@H](S)N2/N=C/c2cc(Br)ccc2F)N=N1,1
C1NC=C[C@]12C=COc1ccccc12,1
NC(=O)N/N=C\c1ccccc1Br,1
CCCCC1=N[C@H]2c3c(C)cc(C)nc3S[C@@H]2C(=O)N1N(C(C)=O)C(C)=O,1
O=[N+]([O-])/C=C(\[O-])c1cccc(/C([O-])=C/[N+](=O)[O-])c1,1
C1OC[C@@H]2CN=CC=C12,1
C1=C[C@@H](c2ccccc2)n2nccc2N1,1
C1CC2CCC[C@@H]2[C@H]2CC=C3C=CCCC3[C@@H]12,1
C1OCC2=C1[C@@]1(CNc3ccccc31)C=CN2,1
c1ccc2c(c1)cnc1scnn12,1
CO[C@@H]1O[C@H](OC)c2ccc([N+](=O)[O-])cc21,1
Cc1nc2n(n1)CCC[C@@H]2[NH2+][C@@H]1CCCOc2cc(C)c(C)cc21,1
C1C[C@H]2C[C@@H]1[C@H]1C[C@@H]21,1
C1NC[C@@H]2CNCN[C@@H]2N1,1
CCC/C=N,1
Cc1ccccc1[C@H]1C2=C(CCCC2=O)Nc2c1c(=O)[nH]c(=O)n2C,1
C1C[C@H]2C[C@@H]3C(CCC[C@@]34CO4)C[C@H]2O1,1
Cc1cc(C)c(N=O)c(O)c1,1
c1ccn2c(c1)C[C@H]1CNC[C@@H]2C1,1
C1N=C2S[C@@H]3CNC[C@@H]3C[C@H]2S1,1
C1=C[C@H](c2ccco2)c2c(ncn3ncnc23)O1,1
C1=C[C@]23CC[C@@H]4CCCCC4[C@H]2CC[C@H]1C3,1
C1CC[C@@H]2CNCC=C2C1,1
C1N=CC2=C3CCOC[C@H]3SC2=N1,1
CC1=CCC2(COC(C)OC2)[C@@H](C)C1,1
NC(=O)NN(CC(=O)[O-])CC(=O)[O-],1
C1NC[C@H]2CC12,1
C1CC12C[NH+]C1(CC1)CN2,1
C[C@@H]1OP2(C[NH+]3CCCCCC3)(O[C@H]1C)O[C@@H](C)[C@@H](C)O2,1
C[C@H]1Cc2ccc(F)cc2[C@H]1Br,1
O=C(Cl)n1cc(F)c([O-])nc1=O,1
Cc1cc(N)nc(S(C)(=O)=O)n1,1
C=C(Br)CCCCC#N,1
Brc1cnc2cn[nH]c2c1,1
O=C1C(c2ccc([N+](=O)[O-])c3ccccc23)=C([O-])c2ccccc21,1
C1NC[C@H]2[C@H]1[C@@H]1C[C@H]2C=C1,1
C#CCCCCO,1
CC1(C)CCC[C@@H]([S@@](=O)c2ccccc2F)[C@H]1[NH3+],1
N=N/N,1
O=Cc1c(F)ccc(Br)c1Br,1
CC[S@@](=O)[C@@H]1CCCC[C@@H]1/[NH+]=C/c1cc([N+](=O)[O-])ccc1[O-],1
C1=Nc2ncnc2[C@@H](c2cccnc2)C1,1
c1cc2c3c(cccc3c1)[C@@H]([NH+]1CCOCC1)C2,1
COC1=CC2=NC(C(=O)[O-])=C[C@@H]2C(OC)=C1,1
CN1CCC(C)(C)C[N+]1(C)C,1
C1CO[C@H]2C[NH+]C[C@@H]2N1,1
C/[N+]([O-])=C\C1=C(O)CC(C)(C)CC1=O,1
Clc1ccc(/N=C/c2ccc3c(c2)OCO3)cc1Cl,1
C1=CNCC[NH+]=C1,1
c1ccc([C@H]2[NH2+]CCc3ccccc32)cc1,1
CN1C(=O)c2ccc(Cl)cc2N[C@]12C(=O)Nc1c(Cl)cccc12,1
C1NC[C@]2(CC[NH+]C2)N1,1
C1=C[C@@H](c2cccnc2)n2nnnc2N1,1
C1C[C@@]2(CNc3ccccc32)[C@H]2CCCC=C2C1,1
Cc1nc(=S)c2c3c(sc2[nH]1)CCCC3,1
c1cc2c(c[nH+]1)NCCN2,1
Cc1ccnc(NNC(=O)[C@H]2CCOc3ccccc32)c1,1
Nc1cc(=O)n(C2c3ccccc3Oc3ccccc32)c(=O)[nH]1,1
C1N=N1,1
C1CC[C@@H]2C[C@H]1CCC21SCCS1,1
CC(C)(C)CCS(N)(=O)=O,1
c1ccc2c(c1)OC[C@H]1CCO[C@@H]21,1
CS(=O)(=O)[C@H]1CCC[C@]1(O)[C@]1(C[NH3+])CCc2ccccc21,1
C1CSCCSCCCSCCSC1,1
C1=NN(c2ccccc2)C2CCC[C@@H]12,1
CS(=O)(=O)c1cc(S(N)(=O)=O)ccc1F,1
C1CC[C@@H]2CCCN12,1
C1=C[C@@H](c2ccc3nc4ccccc4c3c2)c2cn[nH]c2O1,1
CC(=O)C1=C(C)Nc2ncnn2[C@H]1c1ccc2c(c1)OCCCO2,1
C[C@H]1C(=O)NC(=O)C[C@]12CCc1ccccc1C2,1
c1csc([C@H]2[C@H]3COc4ccccc4C3=Nc3ncnn32)c1,1
C1=C[C@@H]([C@@H]2C=CN=N2)OC1,1
C1=C[C@H]2CC[C@@H]1[NH+]C2,1
O=C1c2ccccc2C[C@@H]1[C@@H]1CCCCC[C@@H]1O,1
C1COC(c2cccs2)=C1,1
[NH3+]C[C@@]1(CO)CCCc2ccccc21,1
C1C[C@H](c2ccc3c(c2)OCCO3)c2c[nH]cnc2N1,1
c1ccc2[nH+][nH]cc2c1,1
c1ccc2nc3c(nc2c1)[nH]c1ccccc13,1
CC1(C)CC(=O)C2=C(C1)O[C@@]1(O)C[C@@H]2[C@H]2CO[C@@H]1O2,1
O=C1C([O-])=C(c2ccc(Cl)cc2)C(=O)c2ccccc21,1
C1=CC2=CCCCC[C@H]2CC1,1
C1CCCc2ncnc21,1
C1C=C[C@@H]2C=CC=C[C@H]2O1,1
C1CCC2[C@H](C1)CC[C@H]1[C@H]2CCC2CCC[C@H]12,1
Cc1ccc(NNC(=O)CN2C(=O)COc3ccc(Cl)cc32)cc1Cl,1
C1CC2CNC[C@H]2C1,1
CN1C(=O)C([C@@H]2c3c(n(C)c(=O)n(C)c3=O)Oc3ccc4ccccc4c32)C(=O)N(C)C1=O,1
C1N=CN=C2CCNCC[C@H]12,1
C1CCC(N2CN[NH2+]N2)CC1,1
C[C@H]1C=CC[C@H]2CS(=O)(=O)C[C@]21C,1
Cn1c(=O)n2n(c1=O)[C@@H]1C=C[C@H]2[C@@]23C=C[C@@]12CC1(CC1)C3,1
Cc1cc(=O)n2ncnnc2n1,1
Cn1ccc2cc(Cl)ccc21,1
C1C=COC1,1
C1CCCC2=C1CC1=C(N=NC1)N2,1
c1nc2cncnc2n1,1
C=C(C)[C@H]1CC=C(C)C(=NNC(N)=S)C1,1
C1=CCc2ccccc2C=C1,1
C1CCC=C2SC[NH+]CN12,1
C1C[C@@H]2CC[C@H]1C[NH2+]2,1
C1CCC([C@@H]2CCOC3(CCSCC3)C2)CC1,1
Cn1c(=O)c2c(nc3n2CC(c2ccc(Br)cc2)=NN3CCO)n(C)c1=O,1
Cc1cccn2c(=S)[nH]nc12,1
Cc1ccccc1C1=NO[C@H]([C@H]2C=C(c3ccco3)N=N2)N1,1
C1CSC[NH+]2CCCC[C@H]2C1,1
c1ccc2c(c1)ccc1c3ccccc3oc21,1
CC[C@@H](C)C(=O)NNS(=O)(=O)/C=C/c1ccccc1,1
c1cc2c(c[o+]1)CCCC2,1
CC(C)(C)[C@@H](CBr)CS(=O)(=O)c1cccc(F)c1,1
C1=C[C@H]2c3ccccc3O[C@@]3(CCC[C@H]23)N1,1
[N-]=[N+]=NS(=O)(=O)C1CCCCC1,1
c1c[nH+]c2c(c1)CCC[C@@H]2C1CCCCC1,1
C=CCS(=O)(=O)/N=C(\[O-])c1cc(F)cc(Br)c1,1
c1ccc2c(c1)N[C@H]1[C@@H]3C[C@H]4CC[N+]3[C@H]3C[C@@]21C[C@@H]43,1
C1C[C@]2(CC[NH2+]CC2)CCC1,1
Cc1ccc(S(=O)(=O)/N=c2\[nH]cc(C)s2)c(N)c1,1
O=C1O[C@H](c2ccccc2)c2cc3c(cc21)OCCO3,1
c1nnc2n1[C@H]1C[NH+]C[C@H]1CC2,1
c1ccc2c(c1)CCc1ccccc1C2N1CCNCC1,1
C1=C[C@@H]2Cc3ccccc3O[C@H]2C=C1,1
c1ccc(C2=[NH+]c3nncc3[C@H](c3ccccc3)N2)cc1,1
CC(C)([C@H](C#N)C(N)=O)[C@@H](C#N)C(N)=O,1
NC(=S)c1cc2cc([N+](=O)[O-])ccc2o/c1=[NH+]\c1ccc(F)cc1,1
O=C([O-])C1=Nc2nc3ccccc3n2[C@@H](c2cccc([N+](=O)[O-])c2)C1,1
O=C([O-])C[C@@H](O)[C@@H](O)C(=O)[O-],1
C1NCC(c2nc3ccccc3s2)=C(c2ccccc2)N1,1
C1C=C2[C@@H](CC[C@@H]3CCCCC23)[C@H]2CCCC12,1
C/C(=N\NC(N)=S)c1ccc(O)cc1O,1
C1=C[C@@H]2SC=C[C@@H]2S1,1
C1NC[C@@H]2CN3N=Cc4ccccc4[C@H]3[C@H]12,1
c1coc([C@@H]2c3scnc3S[C@H]3[C@H]4CC[C@H](C4)[C@H]23)c1,1
C[S@@](=O)(=NS(=O)(=O)c1ccc(Cl)c(Cl)c1)c1ccccc1,1
C1OCC2=C1[C@H](c1ccccc1)c1cc3c(cc1N2)OCO3,1
C1=NC2=NC3=C(CN2N1)COc1ccccc13,1
C[C@@H]1[C@@H](N)c2cc(F)cc(F)c2S(=O)(=O)[C@H]1C,1
O=[N+]([O-])c1cc(F)c(F)cc1[N+](=O)[O-],1
C1C[C@@H]2CCC[C@H]3CC=C[C@@H]3[C@H]2O1,1
C=C1C(=O)O[C@@H]2C[C@]3(C)CCC[C@]4(CO4)[C@H]3C[C@H]12,1
C1CCC2(CC1)C[NH2+]CC[NH+]2,1
Cc1ccc2nc(Cl)c(/C=N/n3c(C)nnc3C)cc2c1,1
c1ccc2c(c1)CC[C@H]1CCCN21,1
Clc1ccn2ccnc2c1Br,1
C1c2ccc3c(c2O[C@H]2CCc4ccccc4C12)CCO3,1
c1ccc2c(c1)coc1c3ccccc3ccc21,1
CC1=CC[C@H]2[C@H](CC[C@H]3C[C@@H](O)CC[C@@]32C)C1=O,1
CC1CCC2(CC1)[C@H](C#N)C(=S)N=C([O-])[C@@H]2C#N,1
CN1C(Cl)=NS(=O)(=O)c2cc(F)ccc21,1
c1ccc([C@H]2c3scnc3S[C@@H]3[C@@H]4CC[C@@H](C4)[C@H]23)cc1,1
N#C[C@@H]1C(=O)Nc2nc3ccccc3n2[C@@H]1c1ccc(F)cc1,1
O=C1CCO[P@@](=O)(N(CCCl)CCCl)N1,1
c1ccc2c(c1)Sc1cccc3c1N2C[C@H]1CCO[C@H]31,1
C[C@@H]1CCC[C@](C#N)([C@]2(O)CCC[C@H](C)[C@@H]2C)C1,1
Cc1nc2cnc3ccccc3c2s1,1
[O-][N+]1=C2CN(c3ccccc3)NCC2=[N+]([O-])[C@H]2CCCC[C@H]21,1
O=C1C=C/C(=N\c2ccc3c(c2)Cc2cc(Br)ccc2-3)O1,1
C1=CSC[N-]1,1
C1N=C(c2ccccc2)N=C2CCCC[C@@H]12,1
CC(C)(C)/[N+]([O-])=C/[C@]1([C@@]2(/C=[N+](\[O-])C(C)(C)C)Cc3ccccc3C2=O)Cc2ccccc2C1=O,1
N#CCS(=O)(=O)c1ccc(Br)cc1F,1
CN(C)S(=O)(=O)N1CC=C(c2c[nH]c3ccccc23)CC1,1
c1ccc2c(c1)CCc1cnc3nncn3c1-2,1
C1C[C@@H]([C@@H]2CCO[C@]3(CCOC3)C2)CC1,1
C/C(=N/C(C)C)C(F)(F)F,1
c1ccc(C2=[N+](c3ccccc3)CNC2)cc1,1
O=[N+]([O-])c1ccc2c([N+](=O)[O-])c([O-])ccc2c1,1
C1CCC=CS1,1
CC(C)[C@H](C[C@H]1Cc2ccccc21)C(=O)[O-],1
N#C[C@@H]1C2=C(CCC2)S[C@H]1/N=C/[C@@H]1C=NN=C1c1ccccc1,1
C1Cc2ccccc2[C@@H](c2ccccc2)N1,1
c1cc2cnncc2cn1,1
Cn1c(N)nc2c3cnccc3ccc21,1
CC1=NO[C@@H]2NC(=O)C[C@H]([C@@H]3C=NN=C3c3ccc(C)cc3)[C@@H]12,1
c1cn2cc[n+]cc2n1,1
C1CCN2CCNC[C@H]12,1
C1=CC2=[NH+]CCCN2N1,1
O=c1c2ccccc2[nH]c2ccc(O)cc12,1
C1N=CN=C2c3ccccc3CC(C3CCCCC3)[C@@H]12,1
CN1C(=O)/C(=N\Nc2ccc(Cl)cc2Cl)c2ccccc21,1
c1ccc2c(c1)oc1ccnc12,1
c1ccc(C2=NNc3nccn3C2)cc1,1
CCCN1C(=O)[C@H](N)c2cc(Br)ccc21,1
CN(C)C1=N[C@H]2CS(=O)(=O)C[C@@H]2S1,1
C1CNN([C@@H]2CCSC2)C1,1
N#Cc1cc2c(cc1C#N)Oc1ccc3ccccc3c1C=C2,1
O=C1Cc2ccc3ccccc3c21,1
c1nc2sccc2nn1,1
CCCC(CCC)=NNS(=O)(=O)c1ccc(Cl)cc1,1
C1CCC2(CC[NH2+]CC2)CC1,1
C1=C2c3ccccc3CCN2C[NH+]C1,1
NC(=O)C[C@@H]1NC(=O)c2ccccc21,1
OC1(C#CI)CCCCC1,1
C1CCC12CCCC2,1
c1ccc([C@@H]2c3ccccc3Oc3nc[n+]cc32)cc1,1
C=N/NO,1
Nc1ccc(Br)c(N)c1F,1
O=C1NC(=O)C(c2c[nH]c3ncccc23)=C1Cl,1
C1CC2=C(CN=N2)CN1,1
O=C1c2ccccc2[C@@H](Br)CCC1(Br)Br,1
c1ccc(C2=NC3(CCNCC3)[NH2+]CC2)cc1,1
Cn1c(=O)c2cn(S(=O)(=O)c3ccccc3)nc2n(C)c1=O,1
C1NC[C@]2(CCC[NH+]C2)O1,1
C1c2ccccc2[C@H]2[C@H]3[NH+]=c4ccccc4=C3CCN12,1
c1nnc2cncnc2n1,1
O=C1c2ccc3ccccc3c2CC[C@H]1[C@]1([n+]2ccccc2)CCc2c(ccc3ccccc23)C1=O,1
C1OCCS1,1
C1C=C2CCNC[C@H]2CC1,1
C1SSC2=NCCN12,1
C1SCCS1,1
c1ccn(Nc2cncc3nnnn23)c1,1
c1nc2c(n1)CCc1[n+]onc1-2,1
C[C@H]1CN/C(=N\c2c(Cl)cc(Br)cc2Cl)S1,1
CN1CN(c2ccc([N+](=O)[O-])cc2)N=N1,1
c1ccc2nc3n(cc2c1)CCCN3,1
CC1CC[NH+](CN2C(=O)C(=O)c3cc(Br)ccc32)CC1,1
c1coc2c(c1)CCCC2,1
C[C@@H]1C[C@H](C)CC(O)([C@]2(C#N)CCc3ccccc3C2)C1,1
C1C=C(c2ccccc2)c2cccc[n+]21,1
C1C[C@@H]2CCCCC2c2ccccc21,1
C1=C(c2cccnc2)Nc2nnnn2[C@H]1c1ccccc1,1
CC(=O)N/N=C(/C)c1ccc2ccccc2c1,1
C[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1
C1CCCC2=C1C=Nc1ccccc1N2,1
CC1(C)CN=C2SCC(=O)N2C1,1
C1CCCC2CCC[C@H]12,1
c1ccc2c(c1)C[C@@H]1C[C@H]21,1
BrC1=CC(Br)=C2N=C(N3CCCC3)N=C3N=C(N4CCCC4)N=C1N32,1
N#CC(C#N)C1=NC2(CCCCC2)[NH+]=C1N,1
CC(C)(O)CC[C@]1(C(=O)[O-])CCOc2ccccc21,1
C[C@]12CC[C@@H](O)C=C1CC[C@@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,1
Cc1ccc(C)c(/N=C/c2cccc([N+](=O)[O-])c2)c1,1
O=C1[C@@H]2[C@H](C(=O)N1/N=C/c1ccc([N+](=O)[O-])s1)[C@@H]1C=C[C@H]2C1,1
N#Cc1cc(Cl)nc(NNC(=O)[C@H]2COc3ccc(Br)cc32)c1,1
C=CC[S@](=O)C/C=C\[S@](=O)CC,1
CN1C(=O)[C@@H]2N=C(c3ccc(Br)cc3)C(O)=C2N(C)C1=O,1
c1cncc([C@@H]2Nc3ccccc3-c3cncn[n+]32)c1,1
C1CC(C2CCCC2)C1,1
CC1=C2C(=O)N=C(c3ccc(O)cc3)N=C2S[C@H]1C,1
O=C1Nc2c(F)cccc2N[C@H]2COC[C@@H]12,1
c1ccc2cc3c4c(ccc3cc2c1)NCC4,1
C1CCCC2=C1[C@H](c1cccnc1)c1cncnc1N2,1
C1=NOCN1,1
CC1=C(C)C(C)=C(C)[C@@H]2C(C[C@@H](C)[NH3+])=CN=C12,1
C1NCNc2[nH+]cccc21,1
c1ccc2c(c1)C[NH+]CO2,1
C1N=C[C@]2(CCC[NH2+]C2)N1,1
c1cnc2c(c1)COc1ccccc1-2,1
C1C[C@@H]2CNC[C@@H]2CC1,1
C1CCN2C[C@H]3C[NH+]C[C@H]3[C@H]2C1,1
c1ccc2c(c1)c[nH]c1cc3nc4ccccc4nc3n12,1
Cc1ncc(C#N)c(C)c1Br,1
C1NC[C@@H]2CN3CCNCC3[C@@H]12,1
C1CCC(C2CCOCC2)C1,1
CC1(C)CC(=O)C/C(=N/NC(N)=S)C1,1
Cc1cc(Br)cc2cn(C)nc12,1
C1N=CN=CC12CCCC2,1
c1ccc([C@@H]2NCCn3cccc32)nc1,1
NNC(=S)C12CC3CC(CC(C3)C1)C2,1
C[C@H]1SCCC[C@]1(O)[C@@H]1CCOC2(CCC2)C1,1
c1cc2c(s1)[C@@H]([C@@H]1CCOC1)[NH2+]CC2,1
O=[N+]([O-])c1ccc(/C=N/N2CCOCC2)cc1,1
C1CCC[C@H]2C1=CNN2C1[NH+]=c2ccccc2=[NH+]1,1
Cc1ccc(S(=O)(=O)C[C@H](O)CO)cc1,1
C[C@H](CCCl)S(=O)(=O)c1nc2ccccc2s1,1
c1ccc2c(c1)N[C@@H]([C@@H]1CCCN1)S2,1
CC(C)(C)S(=O)(=O)c1ccc2n[nH]c(=O)n2n1,1
C[C@H](C[C@H]1COc2ccccc21)[C@@H](C)O,1
c1cc2c(cn1)C[NH+]CC2,1
c1ccc2c(c1)COCOC2,1
C1COC(c2ccncc2)=N1,1
C[C@@H]1CCC[C@@](O)(C2(C#N)CCCCCC2)[C@@H]1C,1
c1ncc2n[nH]cc2n1,1
C1NC[C@@H]2[C@H]1[C@H]1CCC[NH+]1[C@@]21CNc2ccccc21,1
C1COC(c2cccc3ccccc23)=N1,1
O=C1Nc2cc(I)ccc2N[C@@H]2CCCCC[C@H]12,1
c1cc2n(c1)CCN[C@H]2c1ccncc1,1
Cc1c(C=O)ccc2c1cnn2C,1
C1C[C@H]2C[C@@H]1[C@H]1CNC[C@@H]21,1
CC(C)CCN1C(=O)C(=O)c2cc(Br)cc(F)c21,1
CC1=CC[C@H]2C[NH+]3CCc4c([nH]c5ccccc45)[C@@H]3[C@@H]2C1,1
O=[N+]([O-])c1ccc(/N=[N+](\[O-])c2ccc([N+](=O)[O-])cc2)cc1,1
CC(C)N(C(C)C)P(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1
C1CCCCS1,1
N#CC[C@]1(C#N)CCCc2ccccc21,1
CC(C)C[C@H]([NH3+])C(=O)N/N=C/c1ccc[nH]1,1
C1CS[C@H](c2cccs2)c2cnnc2N1,1
